case_id,judgment_date,judgment_year,court_name,case_number,case_name,domain,n_chars,mu_F,mu_T,pi_V,pi_C,pi_H,pi_M,H_star,mu_total,pi_total,lambda_E,lambda_M,lambda_P,sa_survey,sa_stat,sa_norm,mu_LS,has_sa_any,post_minpou_2020,court_layer,period,pi_C_v2,mu_T_v2,pi_V_v2,pi_total_v2,mu_total_v2
088192_hanrei,2018-06-21,2018,地方裁判所,平成29年(ワ)第1142号,不正競争行為差止等請求事件,civil,12412,0.0,0.0,0.08056719303899453,0.0,0.0,0.08056719303899453,0.0,0.0,0.16113438607798905,0.0,0.2105263157894737,0.7894736842105263,0.0,0.24170157911698356,0.4028359651949726,0.6445375443119562,1,0,district,2015-2019,0.16113438607798905,0.08056719303899453,0.4028359651949726,0.6445375443119562,0.08056719303899453
088204_hanrei,2015-08-26,2015,地方裁判所,平成27年(ワ)第390号,賃金等請求事件,civil,43278,0.13863856924996534,0.02310642820832756,0.0,0.0,0.0,0.0,0.0,0.1617449974582929,0.0,0.0,0.8108108108108107,0.1891891891891892,0.0,0.4852349923748787,0.11553214104163778,0.6007671334165166,1,0,district,2015-2019,0.06931928462498267,0.39280927954156847,0.18485142566662047,0.25417071029160315,0.5314478487915338
088228_hanrei,2016-02-23,2016,,,,civil,24921,0.12038040207054292,0.04012680069018097,0.0,0.1605072027607239,0.0,0.04012680069018097,0.0,0.1605072027607239,0.20063400345090487,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1605072027607239,0.36114120621162876,0.5216484089723527,1,0,unknown,2015-2019,2.849002849002849,0.4012680069018097,1.524818426226877,4.413948075919906,0.5216484089723527
088271_hanrei,2018-10-17,2018,原審・東京地方裁判所,平成29年(ネ)第10049号,損害賠償請求控訴事件,civil,56266,0.10663633455372694,0.17772722425621157,0.035545444851242315,0.0,0.08886361212810578,0.035545444851242315,0.0,0.2843635588099385,0.1599545018305904,0.40384615384615385,0.5,0.09615384615384615,0.0,0.10663633455372694,0.0,0.10663633455372694,1,0,district,2015-2019,0.07109088970248463,0.8353179540041944,0.5331816727686347,0.7286816194504675,0.9419542885579213
088323_hanrei,2015-11-25,2015,地方裁判所,平成28年(行ウ)第545号,射撃教習資格不認定処分取消等請求事件,administrative,22922,0.0,0.08725242125468982,0.0,0.17450484250937964,0.0,0.3053834743914144,0.0,0.08725242125468982,0.47988831690079403,0.0,0.16666666666666669,0.8333333333333334,0.8725242125468982,0.04362621062734491,0.08725242125468982,1.003402844428933,1,0,district,2015-2019,1.1342814763109677,0.6543931594101736,1.0906552656836228,2.5303202163860052,0.6543931594101736
088215_hanrei,2018-10-24,2018,地方裁判所,平成29年(ワ)第18184号,特許権侵害行為差止請求事件,commercial,30065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.12500000000000003,0.31250000000000006,0.0,0.0,0.06652253450856478,0.06652253450856478,1,0,district,2015-2019,0.03326126725428239,0.0,0.09978380176284717,0.13304506901712956,0.0
088201_hanrei,2018-12-19,2018,最高裁判所大法廷,平成30年(行ツ)第153号,選挙無効請求事件,administrative,37032,0.054007344998919855,0.0,0.0,0.0,0.027003672499459928,0.10801468999783971,0.054007344998919855,0.054007344998919855,0.13501836249729965,0.04761904761904763,0.0,0.9523809523809524,0.0,1.1881615899762368,0.0,1.1881615899762368,1,0,supreme,2015-2019,0.8641175199827177,1.9982717649600346,5.184705119896306,6.183841002376324,2.0522791099589544
088250_hanrei,2018-06-15,2018,地方裁判所,平成30年(わ)第231号,,criminal,2826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.35385704175513094,0.0,0.35385704175513094,1,0,district,2015-2019,0.0,0.0,0.7077140835102619,0.7077140835102619,0.0
088217_hanrei,2018-09-19,2018,原審・東京地方裁判所,平成29年(ネ)第10098号,特許権侵害行為差止請求控訴事件,commercial,41308,0.04841677156967174,0.0,0.0,0.0,0.363125786772538,0.0,0.0,0.04841677156967174,0.363125786772538,0.30769230769230765,0.07692307692307691,0.6153846153846153,0.0,0.2178754720635228,0.04841677156967174,0.26629224363319454,1,0,district,2015-2019,0.0726251573545076,0.1452503147090152,0.09683354313934348,0.5325844872663891,0.19366708627868695
088242_hanrei,2018-08-23,2018,地方裁判所,平成28年(ワ)第5345号,特許権侵害差止等請求事件,commercial,48829,0.1228777980298593,0.0,0.0,0.0,0.0,0.02047963300497655,0.0,0.1228777980298593,0.02047963300497655,0.36,0.44000000000000006,0.2,0.0409592660099531,0.409592660099531,0.02047963300497655,0.47103155911446065,1,0,district,2015-2019,0.0409592660099531,0.1638370640398124,0.5529500911343669,0.6143889901492966,0.2867148620696717
088232_hanrei,2018-09-11,2018,地方裁判所,平成29年(ワ)第27374号,損害賠償請求事件,civil,16885,0.23689665383476458,0.0,0.0,0.0,0.0,0.0,0.0,0.23689665383476458,0.0,0.0,0.75,0.25,0.0,0.23689665383476458,0.0,0.23689665383476458,1,0,district,2015-2019,0.059224163458691144,0.47379330766952915,0.414569144210838,0.47379330766952915,0.7106899615042938
088140_hanrei,2018-07-27,2018,地方裁判所,平成28年(ワ)第1770号,債務不存在確認等請求事件,civil,21758,0.04596010662744737,0.0,0.0,0.1838404265097895,0.0,0.09192021325489474,0.0,0.04596010662744737,0.27576063976468423,0.09174311926605504,0.7981651376146788,0.11009174311926603,0.0,0.6894015994117106,0.0,0.6894015994117106,1,0,district,2015-2019,0.5515212795293685,0.1838404265097895,5.193492048901553,5.836933541685816,0.22980053313723686
088180_hanrei,2018-12-03,2018,,,,civil,13276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.15064778547755348,0.6025911419102139,0.5272672491714372,0.6779150346489906,0.6025911419102139
088212_hanrei,2018-10-25,2018,知的財産高等裁判所,平成30年(行ケ)第10085号,審決取消請求事件,commercial,21658,0.1846892603195124,0.0,0.0,0.0,0.0,0.0,0.0,0.1846892603195124,0.0,0.0,0.9534883720930233,0.046511627906976744,0.0,0.0,0.0,0.0,0,0,ip_high,2015-2019,0.0461723150798781,0.0923446301597562,0.0923446301597562,0.13851694523963431,0.27703389047926863
088146_hanrei,2017-04-14,2017,,,,civil,3753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666667,0.08333333333333333,0.0,0.2664535038635758,0.0,0.2664535038635758,1,0,unknown,2015-2019,0.0,0.5329070077271516,0.5329070077271516,0.5329070077271516,0.5329070077271516
088155_hanrei,2018-08-23,2018,地方裁判所,平成28年(ワ)第12791号,意匠権侵害差止等請求事件,civil,38434,0.052037258677212886,0.0,0.0,0.0,0.0,0.0,0.0,0.052037258677212886,0.0,0.0,0.7000000000000001,0.3,0.0,0.23416766404745798,0.0,0.23416766404745798,1,0,district,2015-2019,0.052037258677212886,0.052037258677212886,0.4423166987563095,0.4943539574335224,0.10407451735442577
088165_hanrei,2018-10-15,2018,知的財産高等裁判所,平成30年(行ケ)第10016号,審決取消請求事件,commercial,45969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3052274358807021,0.021753790598011705,1.3269812264787137,1,0,ip_high,2015-2019,0.021753790598011705,0.13052274358807023,0.08701516239204682,0.10876895299005852,0.13052274358807023
088318_hanrei,2018-03-30,2018,地方裁判所,平成30年(行ク)第44号,執行停止申立事件,administrative,7218,0.13854253255749516,0.6927126627874758,0.13854253255749516,0.0,0.0,0.0,0.0,0.8312551953449709,0.13854253255749516,0.0,0.9759036144578314,0.024096385542168676,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.2770850651149903,0.6927126627874758,1.1083402604599613,1.3854253255749516,0.8312551953449709
088223_hanrei,2018-12-06,2018,原審・東京地方裁判所,平成30年(ネ)第10059号,特許権侵害による損害賠償債務不存在確認等請求控訴事件,commercial,12604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.07933989209774675,0.0,3.9669946048873372,4.046334496985084,0.0
088168_hanrei,2018-12-03,2018,最高裁判所第二小法廷,平成30年(あ)第582号,不正競争防止法違反被告事件,criminal,3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.630715862503942,1.8921475875118259,1.8921475875118259,0.630715862503942
088205_hanrei,2018-12-21,2018,最高裁判所第二小法廷,平成29年(受)第1793号,損害賠償請求事件,civil,1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,5.157593123209169,5.157593123209169,0.0
088190_hanrei,2017-07-27,2017,,,,civil,15038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.26599281819390874,0.0,0.26599281819390874,1,0,unknown,2015-2019,0.06649820454847719,0.4654874318393403,0.39898922729086317,0.4654874318393404,0.4654874318393403
088194_hanrei,2017-09-15,2017,,,,civil,1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.0,0.0,0.6472491909385113,0.6472491909385113,0.0
088246_hanrei,2018-10-02,2018,地方裁判所,平成30年(わ)第1284号,,criminal,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.0,0.0,0.0,0.0,0.0
088243_hanrei,2018-12-20,2018,地方裁判所,平成30年(わ)第421号,事件名逮捕監禁致死被告事件,criminal,2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.0,0.0,0.47961630695443647,0.47961630695443647,0.0
088171_hanrei,2018-12-07,2018,最高裁判所第二小法廷,平成29年(受)第1124号,不当利得返還等請求事件,civil,3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,0.3190810465858328,0.3190810465858328,0.0
088139_hanrei,2018-07-17,2018,地方裁判所,平成28年(ワ)第284号,建物明渡等請求事件,civil,26195,0.19087612139721322,0.03817522427944264,0.0,0.0,0.0,0.03817522427944264,0.0,0.22905134567665586,0.03817522427944264,0.07216494845360824,0.6288659793814432,0.29896907216494845,0.0,0.11452567283832793,0.11452567283832793,0.22905134567665586,1,0,district,2015-2019,0.07635044855888529,0.30540179423554115,1.7560603168543616,1.8705859896926895,0.49627791563275436
088241_hanrei,2018-12-21,2018,,,,civil,2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.0,0.7648183556405354,1.147227533460803,1.147227533460803,0.7648183556405354
088257_hanrei,2018-08-28,2018,地方裁判所,平成29年(ワ)第6906号,商標権侵害差止等請求事件,commercial,23956,0.16697278343629987,0.0,0.0,0.0,0.0,0.04174319585907497,0.0,0.16697278343629987,0.04174319585907497,0.0,0.6153846153846154,0.38461538461538464,0.08348639171814994,0.08348639171814994,0.08348639171814994,0.2504591751544498,1,0,district,2015-2019,0.04174319585907497,0.1252295875772249,0.2922023710135248,0.3756887627316748,0.29220237101352475
088264_hanrei,2018-10-12,2018,地方裁判所,平成28年(ワ)第4759号,特許権侵害差止等請求事件,commercial,50826,0.07869987801518907,0.0,0.0,0.0,0.0,0.0,0.0,0.07869987801518907,0.0,0.4166666666666667,0.08333333333333333,0.5,0.0,0.3147995120607563,0.0,0.3147995120607563,1,0,district,2015-2019,0.01967496950379727,0.7673238106480935,0.17707472553417541,0.19674969503797268,0.8460236886632826
088142_hanrei,2018-09-13,2018,地方裁判所,平成29年(ワ)第22922号,著作権に基づく差止等請求事件,civil,8360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.11961722488038277,0.0,0.11961722488038277,1,0,district,2015-2019,0.23923444976076555,0.0,0.0,0.23923444976076555,0.0
088199_hanrei,2018-01-26,2018,審・名古屋地方裁判所,平成28年(行コ)第91号,遺族補償給付不支給処分取消請求控訴事件,administrative,27426,0.10938525486764385,0.0,0.0,0.0,0.036461751622547944,0.07292350324509589,0.0,0.10938525486764385,0.10938525486764383,0.0,0.5384615384615384,0.46153846153846145,0.10938525486764385,0.14584700649019178,0.2552322613578356,0.5104645227156712,1,0,district,2015-2019,0.07292350324509589,0.14584700649019178,0.07292350324509589,0.2552322613578356,0.2552322613578356
088153_hanrei,2018-08-23,2018,知的財産高等裁判所,平成29年(行ケ)第10123号,審決取消請求事件,commercial,35736,0.0,0.0,0.0,0.0,0.027982986344302664,0.0,0.027982986344302664,0.0,0.027982986344302664,0.0,0.0,1.0,0.0,0.5596597268860533,0.0,0.5596597268860533,1,0,ip_high,2015-2019,0.027982986344302664,0.05596597268860533,0.11193194537721066,0.16789791806581597,0.05596597268860533
088213_hanrei,2018-09-14,2018,地方裁判所,平成29年(ワ)第17791号,特許権侵害行為差止等請求事件,commercial,19977,0.1501726986033939,0.0,0.0,0.0,0.0,0.0,0.0,0.1501726986033939,0.0,0.0,1.0,0.0,0.0,0.10011513240226261,0.0,0.10011513240226261,1,0,district,2015-2019,0.050057566201131304,0.0,0.050057566201131304,0.10011513240226261,0.1501726986033939
088300_hanrei,2018-12-21,2018,最高裁判所大法廷,平成28年(あ)第543号,"詐欺未遂,強盗殺人,死体遺棄被告事件",criminal,1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,0.9191176470588235,0.9191176470588235,0.0
088151_hanrei,2018-09-18,2018,知的財産高等裁判所,平成29年(行ケ)第10209号,審決取消請求事件,commercial,27753,0.07206428133895434,0.0,0.0,0.0,0.0,0.0,0.0,0.07206428133895434,0.0,0.0,0.0,1.0,0.0,0.0,0.03603214066947717,0.03603214066947717,1,0,ip_high,2015-2019,0.03603214066947717,0.0,0.07206428133895434,0.10809642200843152,0.07206428133895434
088197_hanrei,2016-03-31,2016,,,,civil,1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.0,0.6901311249137336,1.3802622498274673,1.3802622498274673,0.6901311249137336
088181_hanrei,2018-11-28,2018,知的財産高等裁判所,平成30年(行ケ)第10068号,審決取消請求事件,commercial,48286,0.0,0.0,0.0,0.0,0.8698173383589446,0.0,0.8698173383589446,0.0,0.8698173383589446,0.4,0.0,0.6,0.0,0.06212980988278176,0.06212980988278176,0.12425961976556352,1,0,ip_high,2015-2019,0.02070993662759392,0.1035496831379696,0.1863894296483453,1.0769167046348838,0.1035496831379696
088176_hanrei,2018-01-15,2018,,,,civil,5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.18608113137327875,0.18608113137327875,0.18608113137327875,0.3721622627465575,0.18608113137327875
088177_hanrei,2018-09-27,2018,地方裁判所,平成30年(ワ)第3018号,特許権侵害差止等請求事件,commercial,16252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.14285714285714288,0.5714285714285715,0.0,0.0,0.12306177701206006,0.12306177701206006,1,0,district,2015-2019,0.06153088850603003,0.06153088850603003,0.0,0.06153088850603003,0.06153088850603003
088319_hanrei,2016-01-29,2016,地方裁判所,平成28年(行ウ)第348号,損失補償請求事件,administrative,21440,0.13992537313432835,0.0,0.0,0.0,0.0,0.09328358208955224,0.0,0.13992537313432835,0.09328358208955224,0.0,0.9342105263157895,0.06578947368421052,0.0,0.1865671641791045,0.09328358208955224,0.27985074626865675,1,0,district,2015-2019,0.09328358208955224,1.0261194029850746,0.6063432835820896,0.792910447761194,1.166044776119403
088200_hanrei,2018-11-12,2018,知的財産高等裁判所,平成30年(行ケ)第10101号,審決取消請求事件,commercial,13866,0.0,0.0,0.0,0.0,1.081782778018174,0.0,0.0,0.0,1.081782778018174,0.06666666666666667,0.4,0.5333333333333333,0.0,0.0,1.7308524448290783,1.7308524448290783,1,0,ip_high,2015-2019,0.7933073705466609,0.0,0.2163565556036348,2.0914467041684697,0.0
088259_hanrei,2018-10-29,2018,地方裁判所,平成30年(ワ)第13381号,不正競争行為差止請求事件,civil,20379,0.0,0.09814024240639875,0.0,0.0,0.24535060601599687,0.049070121203199375,0.1472103636095981,0.09814024240639875,0.29442072721919627,0.0,0.7500000000000001,0.25,0.5397713332351931,0.0,0.0,0.5397713332351931,1,0,district,2015-2019,0.2944207272191962,0.6869816968447912,0.1472103636095981,0.7360518180479906,0.6869816968447912
088133_hanrei,2018-11-20,2018,知的財産高等裁判所,平成29年(行ケ)第10147号,審決取消請求事件,commercial,42356,0.047218811974690716,0.0,0.0,0.0,0.0,0.023609405987345358,0.0,0.047218811974690716,0.023609405987345358,0.14285714285714285,0.0,0.8571428571428571,0.0,0.023609405987345358,0.07082821796203607,0.09443762394938143,1,0,ip_high,2015-2019,0.023609405987345358,0.047218811974690716,0.16526584191141752,0.2124846538861082,0.09443762394938143
088182_hanrei,2016-10-03,2016,,,,civil,6631,0.0,0.0,0.0,0.0,0.0,0.15080681646810437,0.0,0.0,0.15080681646810437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.15080681646810437,0.15080681646810437,0.6032272658724175,0.9048408988086262,0.15080681646810437
088328_hanrei,2016-10-07,2016,地方裁判所,平成29年(行ウ)第451号,行政処分取消請求事件,administrative,7932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.7499999999999999,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.37821482602118,0.0,0.0,0.37821482602118,0.0
088244_hanrei,2018-12-19,2018,,,,civil,1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.0,0.5271481286241434,0.5271481286241434,0.5271481286241434,0.5271481286241434
088256_hanrei,2018-10-19,2018,地方裁判所,平成28年(ワ)第25956号,特許権侵害損害賠償請求事件,commercial,45463,0.04399181752194092,0.0,0.0,0.0,0.0,0.0,0.0,0.04399181752194092,0.0,0.6363636363636364,0.0,0.36363636363636365,0.0,0.1539713613267932,0.08798363504388183,0.24195499637067502,1,0,district,2015-2019,0.02199590876097046,0.0,0.13197545256582277,0.15397136132679323,0.04399181752194092
088208_hanrei,2018-10-18,2018,知的財産高等裁判所,平成30年(行ケ)第10057号,審決取消請求事件,commercial,9898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.0,0.2020610224287735,0.2020610224287735,1,0,ip_high,2015-2019,0.10103051121438675,0.10103051121438675,0.404122044857547,0.5051525560719338,0.10103051121438675
088298_hanrei,2018-08-24,2018,地方裁判所,平成28年(ワ)第6494号,特許権侵害差止等請求事件,commercial,38186,0.10475043209553239,0.0,0.0,0.0,0.0,0.0,0.0,0.10475043209553239,0.0,0.3,0.3999999999999999,0.3,0.0,0.3666265123343634,0.0,0.3666265123343634,1,0,district,2015-2019,0.026187608023883098,0.20950086419106478,0.6285025925731944,0.6546902005970775,0.3142512962865972
088240_hanrei,2018-10-24,2018,知的財産高等裁判所,平成30年(行ケ)第10022号,審決取消請求事件,commercial,52113,0.0,0.0,0.019189069905781668,0.0,0.15351255924625334,0.0,0.15351255924625334,0.0,0.17270162915203502,0.0,0.0,1.0,0.0,0.24945790877516166,0.11513441943469,0.36459232820985166,1,0,ip_high,2015-2019,0.019189069905781668,0.0,0.172701629152035,0.34540325830407004,0.0
088135_hanrei,2018-10-18,2018,知的財産高等裁判所,平成30年(行ケ)第10058号,審決取消請求事件,commercial,22104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09048136083966703,0.09048136083966703,1,0,ip_high,2015-2019,0.045240680419833514,0.045240680419833514,0.045240680419833514,0.09048136083966703,0.045240680419833514
088297_hanrei,2018-08-23,2018,地方裁判所,平成28年(ワ)第4356号,特許権侵害差止等請求事件,commercial,41908,0.28634150997422925,0.0,0.0,0.0,0.11930896248926219,0.07158537749355731,0.0,0.28634150997422925,0.19089433998281952,0.27777777777777773,0.611111111111111,0.1111111111111111,0.04772358499570488,0.23861792497852438,0.02386179249785244,0.31020330247208167,1,0,district,2015-2019,0.04772358499570488,0.21475613248067194,0.35792688746778656,0.596544812446311,0.5010976424549012
088137_hanrei,2017-10-20,2017,,,,civil,6655,0.3005259203606311,0.0,0.0,0.0,0.0,0.0,0.0,0.3005259203606311,0.0,0.0,0.7500000000000001,0.25,0.0,0.0,0.15026296018031554,0.15026296018031554,1,0,unknown,2015-2019,0.0,0.6010518407212622,0.15026296018031554,0.15026296018031554,0.9015777610818932
088325_hanrei,2015-12-14,2015,地方裁判所,平成29年(行ウ)第107号,行政不作為違法確認等請求事件,administrative,14646,0.06827802813054759,0.0,0.13655605626109518,0.0,0.0,0.0,0.0,0.06827802813054759,0.13655605626109518,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0,0,district,2015-2019,2.321452956438618,0.27311211252219036,2.4580090126997134,4.779461969138332,0.341390140652738
088231_hanrei,2018-11-07,2018,地方裁判所,平成30年(ワ)第5002号,商標権侵害差止等請求事件,commercial,12340,0.0,0.0,0.0,0.0,0.0,0.08103727714748785,0.0,0.0,0.08103727714748785,0.0,0.6363636363636364,0.36363636363636365,0.24311183144246354,0.1620745542949757,0.4051863857374392,0.8103727714748785,1,0,district,2015-2019,0.1620745542949757,0.0,0.4862236628849271,0.7293354943273906,0.0
088233_hanrei,2018-09-13,2018,地方裁判所,平成30年(ワ)第22646号,不正競争防止法に基づく差止・損害賠償請求事件,civil,12130,0.08244023083264633,0.0,0.0,0.0,0.16488046166529266,0.0,0.16488046166529266,0.08244023083264633,0.16488046166529266,0.0,0.16666666666666666,0.8333333333333333,0.0,0.41220115416323166,0.0,0.41220115416323166,1,0,district,2015-2019,0.247320692497939,0.08244023083264633,0.6595218466611706,1.0717230008244023,0.16488046166529266
088219_hanrei,2018-10-23,2018,知的財産高等裁判所,平成30年(行ケ)第10102号,審決取消請求事件,commercial,12742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913045,0.391304347826087,0.5217391304347826,0.0,0.07848061528802386,2.5898603045047874,2.6683409197928114,1,0,ip_high,2015-2019,0.15696123057604772,0.15696123057604772,0.0,0.15696123057604772,0.15696123057604772
088235_hanrei,2018-12-17,2018,知的財産高等裁判所,平成30年(行ケ)第10087号,審決取消請求事件,commercial,17778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.056249296883788956,0.056249296883788956,1,0,ip_high,2015-2019,0.056249296883788956,0.0,0.22499718753515582,0.2812464844189448,0.0
088147_hanrei,2018-09-20,2018,東京地方裁判所,,,civil,5392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.0,0.0,0.18545994065281898,0.18545994065281898,0.0
088267_hanrei,2018-09-18,2018,地方裁判所,平成29年(ワ)第33490号,営業差止等請求事件,civil,8832,0.0,0.0,0.0,0.0,0.0,0.11322463768115942,0.0,0.0,0.11322463768115942,0.0,0.9600000000000001,0.04,0.11322463768115942,1.1322463768115942,0.0,1.2454710144927537,1,0,district,2015-2019,0.11322463768115942,0.33967391304347827,0.22644927536231885,0.4528985507246377,0.33967391304347827
088315_hanrei,2018-06-06,2018,地方裁判所,平成30年(行ク)第84号,執行停止の申立て事件,administrative,8744,0.11436413540713632,0.6861848124428179,0.11436413540713632,0.0,0.0,0.22872827081427263,0.0,0.8005489478499542,0.34309240622140896,0.0,0.3076923076923077,0.6923076923076924,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.34309240622140896,0.6861848124428179,1.2580054894784996,1.829826166514181,0.8005489478499542
088169_hanrei,2018-08-07,2018,原審・東京地方裁判所,平成29年(ネ)第10097号,職務発明対価金請求控訴事件,civil,93277,0.0428830258263023,0.010720756456575576,0.0,0.0,0.0,0.0,0.0,0.053603782282877876,0.0,0.8,0.0,0.2,0.0,0.4073887453498719,0.010720756456575576,0.41810950180644746,1,0,district,2015-2019,0.02144151291315115,0.3109019372406917,0.5896416051116566,0.6110831180248077,0.35378496306699403
088144_hanrei,2018-08-22,2018,知的財産高等裁判所,平成30年(行ケ)第10062号,審決取消請求事件,commercial,37586,0.05321130208056191,0.0,0.0,0.0,0.07981695312084287,0.15963390624168575,0.07981695312084287,0.05321130208056191,0.23945085936252863,0.03463203463203463,0.8311688311688312,0.13419913419913418,0.21284520832224765,0.026605651040280957,0.15963390624168575,0.39908476560421435,1,0,ip_high,2015-2019,0.1862395572819667,0.5321130208056191,0.4256904166444953,0.8513808332889906,0.585324322886181
088304_hanrei,2015-11-04,2015,原審・東京地方裁判所,平成29年(行コ)第178号,,administrative,23360,0.04280821917808219,0.0,0.0,0.0,0.08561643835616438,0.2996575342465753,0.08561643835616438,0.04280821917808219,0.3852739726027397,0.004878048780487804,0.9268292682926828,0.06829268292682926,0.0,0.4280821917808219,0.0,0.4280821917808219,1,0,district,2015-2019,0.9845890410958904,1.6267123287671232,0.9845890410958904,2.3544520547945202,1.6695205479452053
088225_hanrei,2018-10-10,2018,知的財産高等裁判所,平成29年(行ケ)第10226号,審決取消請求事件,commercial,61209,0.0,0.016337466712411573,0.0,0.0,0.5554738682219935,0.0,0.04901240013723472,0.016337466712411573,0.5554738682219935,0.0,0.0909090909090909,0.9090909090909092,0.0,0.16337466712411575,0.0,0.16337466712411575,1,0,ip_high,2015-2019,0.016337466712411573,0.016337466712411573,0.032674933424823145,0.6044862683592283,0.016337466712411573
088214_hanrei,2018-10-05,2018,地方裁判所,平成28年(ワ)第41418号,損害賠償等請求事件,civil,12300,0.08130081300813008,0.0,0.0,0.0,1.1382113821138211,0.08130081300813008,0.0,0.08130081300813008,1.2195121951219512,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.16260162601626016,0.0,0.16260162601626016,1,0,district,2015-2019,0.16260162601626016,0.0,0.24390243902439024,1.6260162601626016,0.08130081300813008
088158_hanrei,2018-09-26,2018,原審・東京地方裁判所,平成30年(ネ)第10045号,商標権侵害行為差止請求控訴事件,commercial,14465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571428,0.10714285714285715,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.06913238852402351,0.0,0.06913238852402351,0.13826477704804702,0.0
088247_hanrei,2018-12-03,2018,,,,civil,12879,0.07764577995185962,0.0,0.0,0.07764577995185962,0.0,0.0,0.0,0.07764577995185962,0.07764577995185962,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,unknown,2015-2019,0.15529155990371923,1.0870409193260346,0.15529155990371923,0.31058311980743847,1.1646866992778944
