case_id,judgment_date,judgment_year,court_name,case_number,case_name,domain,n_chars,mu_F,mu_T,pi_V,pi_C,pi_H,pi_M,H_star,mu_total,pi_total,lambda_E,lambda_M,lambda_P,sa_survey,sa_stat,sa_norm,mu_LS,has_sa_any,post_minpou_2020,court_layer,period,pi_C_v2,mu_T_v2,pi_V_v2,pi_total_v2,mu_total_v2
085492_hanrei,2015-06-18,2015,原審・大阪地方裁判所,平成27年(行コ)第7号,処分取消等請求控訴事件,administrative,11947,0.0,0.33481208671633045,0.0,0.0,0.08370302167908261,0.0,0.0,0.33481208671633045,0.08370302167908261,0.0,0.8409090909090909,0.1590909090909091,0.16740604335816522,0.08370302167908261,0.0,0.25110906503724784,1,0,district,2015-2019,0.5022181300744957,0.5022181300744957,2.594793672051561,3.1807148238051397,0.5022181300744957
085507_hanrei,2015-11-30,2015,最高裁判所第一小法廷,平成26年(受)第2146号,建物明渡請求事件,civil,1857,0.0,0.0,0.0,0.0,0.0,0.5385029617662898,0.0,0.0,0.5385029617662898,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,1.615508885298869,2.154011847065159,0.0
085484_hanrei,2015-09-29,2015,知的財産高等裁判所,平成27年(行ケ)第10111号,審決取消請求事件,commercial,23622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918918918918919,0.10810810810810811,0.08466683600033867,0.0,0.0,0.08466683600033867,1,0,ip_high,2015-2019,0.127000254000508,0.381000762001524,0.29633392600118535,0.4233341800016933,0.381000762001524
085376_hanrei,2015-07-27,2015,原審・東京地方裁判所,平成27年(ネ)第10047号,差止請求控訴事件,civil,55174,0.054373436763693044,0.0,0.0,0.0,0.03624895784246203,0.0,0.0,0.054373436763693044,0.03624895784246203,0.5833333333333333,0.0,0.41666666666666663,0.0,0.1268713524486171,0.0,0.1268713524486171,1,0,district,2015-2019,0.018124478921231015,0.0,0.0,0.054373436763693044,0.054373436763693044
085373_hanrei,2015-07-29,2015,地方裁判所,平成26年(ワ)第31864号,損害賠償請求事件,civil,12616,0.0,0.0,0.0,0.0,0.07926442612555486,0.0,0.07926442612555486,0.0,0.07926442612555486,0.0,0.631578947368421,0.36842105263157887,0.0,0.0,0.23779327837666456,0.23779327837666456,1,0,district,2015-2019,0.8719086873811034,0.6341154090044389,0.5548509828788839,1.506024096385542,0.6341154090044389
085370_hanrei,2015-09-01,2015,原審・東京地方裁判所,平成27年(ネ)第10097号,差止請求控訴事件,civil,10214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.09790483649892305,0.0,0.09790483649892305,1,0,district,2015-2019,0.09790483649892305,0.09790483649892305,0.3916193459956922,0.48952418249461527,0.09790483649892305
085431_hanrei,2015-09-15,2015,知的財産高等裁判所,平成27年(行ケ)第10019号,審決取消請求事件,commercial,17996,0.0,0.0,0.0,0.0,0.0,0.3889753278506335,0.0,0.0,0.3889753278506335,0.0,0.7288135593220338,0.2711864406779661,0.0,0.0,0.2222716159146477,0.2222716159146477,1,0,ip_high,2015-2019,0.11113580795732385,1.3891975994665482,1.1669259835519004,1.6670371193598577,1.3891975994665482
085499_hanrei,2015-11-10,2015,知的財産高等裁判所,平成27年(行ケ)第10017号,審決取消請求事件,commercial,15248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1311647429171039,0.1311647429171039,1,0,ip_high,2015-2019,0.06558237145855195,0.1311647429171039,0.2623294858342078,0.32791185729275973,0.1311647429171039
085450_hanrei,2015-08-06,2015,大阪高等裁判所,,,civil,17790,0.22484541877459246,0.0,0.056211354693648116,0.0,0.0,0.0,0.0,0.22484541877459246,0.056211354693648116,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0,0,high,2015-2019,0.11242270938729623,0.3934794828555368,1.461495222034851,1.5739179314221472,0.6183249016301293
085455_hanrei,2015-10-27,2015,知的財産高等裁判所,平成27年(行ケ)第10037号,審決取消請求事件,commercial,28965,0.03452442603141723,0.0,0.0,0.0,0.0,0.0,0.0,0.03452442603141723,0.0,0.0,0.0,1.0,0.0,0.03452442603141723,0.0,0.03452442603141723,1,0,ip_high,2015-2019,0.03452442603141723,0.03452442603141723,0.03452442603141723,0.06904885206283445,0.06904885206283445
085517_hanrei,2015-09-24,2015,原審・東京地方裁判所,平成26年(ネ)第10082号,特許権侵害差止請求控訴事件,commercial,80530,0.012417732522041475,0.0,0.0,0.0,0.062088662610207374,0.0,0.0,0.012417732522041475,0.062088662610207374,0.5789473684210527,0.026315789473684213,0.39473684210526316,0.0,0.1490127902644977,0.0,0.1490127902644977,1,0,district,2015-2019,0.012417732522041475,0.03725319756612443,0.03725319756612443,0.11175959269837327,0.0496709300881659
085527_hanrei,2015-09-11,2015,地方裁判所,平成27年(ワ)第9476号,損害賠償請求事件,civil,10145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.875,0.08333333333333333,0.0,0.2957121734844751,0.0,0.2957121734844751,1,0,district,2015-2019,0.09857072449482504,0.09857072449482504,0.2957121734844751,0.39428289797930016,0.09857072449482504
085446_hanrei,2015-06-30,2015,,,,civil,54651,0.10978756106933084,0.018297926844888474,0.0,0.0,0.0,0.05489378053466542,0.0,0.1280854879142193,0.05489378053466542,0.0045871559633027525,0.9816513761467891,0.013761467889908258,0.05489378053466542,0.23787304898355016,0.0,0.2927668295182156,1,0,unknown,2015-2019,0.10978756106933084,0.5855336590364312,0.27446890267332713,0.4391502442773234,0.695321220105762
085494_hanrei,2015-11-25,2015,最高裁判所大法廷,平成27年(行ツ)第253号,選挙無効請求事件,administrative,39990,0.05001250312578145,0.0,0.07501875468867217,0.0,0.1000250062515629,0.37509377344336087,0.3500875218804701,0.05001250312578145,0.5501375343835959,0.0975609756097561,0.04878048780487805,0.853658536585366,0.0,0.8002000500125032,0.0,0.8002000500125032,1,0,supreme,2015-2019,1.7004251062765692,1.6504126031507877,4.176044011002751,6.351587896974244,1.7004251062765692
085498_hanrei,2015-06-04,2015,地方裁判所,平成25年(ワ)第554号,損害賠償請求事件,civil,24538,0.04075311761349743,0.1222593528404923,0.1222593528404923,0.0,0.0,0.04075311761349743,0.0,0.16301247045398973,0.16301247045398973,0.0,0.5869565217391304,0.4130434782608695,0.08150623522699486,0.2445187056809846,0.28527182329448203,0.6112967642024615,1,0,district,2015-2019,0.8150623522699486,0.937321705110441,1.874643410220882,2.730458880104328,0.9780748227239384
085513_hanrei,2015-12-01,2015,最高裁判所大法廷,平成26年(あ)第1731号,公職選挙法違反被告事件,criminal,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,0.0,0.0,0.0
085449_hanrei,2015-07-02,2015,大阪高等裁判所,,,civil,23296,0.12877747252747251,0.0,0.0,0.0,0.0,0.0,0.0,0.12877747252747251,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0,high,2015-2019,0.12877747252747251,0.1717032967032967,0.6009615384615384,0.729739010989011,0.3004807692307692
085398_hanrei,2015-09-09,2015,原審・東京地方裁判所,平成27年(ネ)第10074号,商標権侵害差止請求控訴事件,commercial,11950,0.16736401673640167,0.0,0.0,0.0,0.08368200836820083,0.0,0.08368200836820083,0.16736401673640167,0.08368200836820083,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.16736401673640167,0.16736401673640167,1,0,district,2015-2019,0.08368200836820083,0.33472803347280333,0.16736401673640167,0.33472803347280333,0.502092050209205
085495_hanrei,2015-11-25,2015,最高裁判所大法廷,平成27年(行ツ)第267号,選挙無効請求事件,administrative,39996,0.05000500050005,0.0,0.075007500750075,0.0,0.1000100010001,0.37503750375037503,0.35003500350035005,0.05000500050005,0.55005500550055,0.09523809523809523,0.047619047619047616,0.8571428571428571,0.0,0.8000800080008,0.0,0.8000800080008,1,0,supreme,2015-2019,1.7001700170017002,1.6501650165016502,4.175417541754175,6.350635063506351,1.7001700170017002
085400_hanrei,2015-09-03,2015,東京地方裁判所,平成27年(ネ)第10073号,商標権侵害差止請求控訴事件,commercial,5586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.35803795202291444,0.35803795202291444,0.0,0.35803795202291444,0.35803795202291444
085521_hanrei,2015-10-22,2015,地方裁判所,平成27年(ワ)第9005号,商号使用差止等請求事件,commercial,3447,0.2901073397156948,0.0,0.0,0.0,0.0,0.0,0.0,0.2901073397156948,0.0,0.0,0.7142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.2901073397156948,0.0,0.5802146794313896,0.8703220191470844,0.2901073397156948
085393_hanrei,2015-09-17,2015,地方裁判所,平成25年(ワ)第19974号,損害賠償等請求事件,civil,18639,0.053650946939213476,0.0,0.0,0.0,0.0,0.053650946939213476,0.0,0.053650946939213476,0.053650946939213476,0.0,0.875,0.125,0.0,0.3219056816352809,0.0,0.3219056816352809,1,0,district,2015-2019,0.053650946939213476,0.2146037877568539,1.1803208326626966,1.2876227265411235,0.26825473469606737
085408_hanrei,2015-09-28,2015,最高裁判所大法廷,平成27年(し)第532号,保釈取消し決定及び保釈保証金の全部を没取する決定に対する抗告棄却決定に対する特別抗告事件,criminal,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,2.898550724637681,0.0,0.0,2.898550724637681
085461_hanrei,2015-10-26,2015,(原審東京地方裁判所,平成27年(ネ)第10105号,特許権侵害差止等請求控訴事件,commercial,1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2445550715619167,0.0,1.2445550715619167,1,0,district,2015-2019,0.6222775357809583,0.0,0.6222775357809583,1.2445550715619167,0.0
085525_hanrei,2015-10-27,2015,地方裁判所,平成27年(ワ)第7399号,不正競争行為差止請求事件,civil,4594,0.21767522855899,0.0,0.0,0.0,0.0,0.21767522855899,0.0,0.21767522855899,0.21767522855899,0.0,0.6666666666666667,0.33333333333333337,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.21767522855899,0.21767522855899,1.74140182847192,2.1767522855898997,0.43535045711798
085485_hanrei,2015-11-19,2015,最高裁判所第一小法廷,平成27年(行ツ)第254号,選挙無効請求事件,administrative,1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.9107468123861566,1.8214936247723132,1.8214936247723132,2.73224043715847,1.8214936247723132
085421_hanrei,2015-08-24,2015,知的財産高等裁判所,平成26年(行ケ)第10246号,審決取消請求事件,commercial,31021,0.032236227071983495,0.0,0.0,0.0,0.0,0.0,0.0,0.032236227071983495,0.0,0.38461538461538464,0.0,0.6153846153846153,0.0,0.032236227071983495,0.032236227071983495,0.06447245414396699,1,0,ip_high,2015-2019,0.032236227071983495,0.06447245414396699,0.1611811353599175,0.193417362431901,0.09670868121595048
085516_hanrei,2015-10-16,2015,最高裁判所第一小法廷,平成27年(あ)第1105号,傷害被告事件,criminal,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,0.0,0.0,0.0
085399_hanrei,2015-10-08,2015,知的財産高等裁判所,平成27年(行ケ)第10024号,審決取消請求事件,commercial,18855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8485812781755503,0.0,0.8485812781755503,1,0,ip_high,2015-2019,0.05303632988597189,0.21214531954388757,0.05303632988597189,0.10607265977194379,0.21214531954388757
085382_hanrei,2015-09-07,2015,原審・東京地方裁判所,平成27年(ネ)第10041号,損害賠償請求控訴事件,civil,17408,0.0,0.0,0.0,0.0,0.0,0.1723345588235294,0.0,0.0,0.1723345588235294,0.0,1.0,0.0,0.1723345588235294,0.8616727941176471,0.0,1.0340073529411764,1,0,district,2015-2019,0.05744485294117647,1.7807904411764706,0.45955882352941174,0.6893382352941176,1.7807904411764706
085467_hanrei,2015-11-17,2015,最高裁判所第三小法廷,平成26年(行ヒ)第356号,審決取消請求事件,administrative,4022,0.0,0.0,0.0,0.0,0.0,0.2486325211337643,0.0,0.0,0.2486325211337643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,0.0,0.2486325211337643,0.0
085524_hanrei,2015-11-11,2015,知的財産高等裁判所,平成27年(行ケ)第10152号,審決取消請求事件,commercial,11265,0.0,0.0,0.0,0.0,0.0,0.0887705281846427,0.0,0.0,0.0887705281846427,0.0,0.5454545454545454,0.4545454545454545,0.0,0.0,0.7101642254771416,0.7101642254771416,1,0,ip_high,2015-2019,4.793608521970706,0.0887705281846427,0.2663115845539281,5.1486906347092765,0.0887705281846427
085453_hanrei,2015-07-21,2015,地方裁判所,平成25年(ワ)第30386号,損害賠償等請求事件,civil,21289,0.09394522993095025,0.0,0.046972614965475126,0.0,0.0,0.046972614965475126,0.0,0.09394522993095025,0.09394522993095025,0.0,0.5199999999999999,0.48,0.0,0.2818356897928508,0.1409178448964254,0.4227535346892762,1,0,district,2015-2019,0.046972614965475126,0.375780919723801,0.6106439945511767,0.7045892244821269,0.46972614965475123
085425_hanrei,2015-07-09,2015,地方裁判所,平成26年(行ウ)第212号,異議申立棄却決定取消請求事件,administrative,18434,0.0,0.0,0.0,0.0,0.37973310187696646,0.05424758598242378,0.37973310187696646,0.0,0.43398068785939026,0.33333333333333337,0.0,0.6666666666666667,0.0,0.05424758598242378,0.0,0.05424758598242378,1,0,district,2015-2019,0.21699034392969513,0.21699034392969513,0.7594662037539329,1.4104372355430184,0.21699034392969513
085529_hanrei,2015-12-08,2015,最高裁判所第三小法廷,平成25年(受)第2307号,寄附行為変更無効確認等請求事件,civil,4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,3.107074569789675,3.107074569789675,0.0
085531_hanrei,2015-11-05,2015,知的財産高等裁判所,平成27年(行ケ)第10042号,審決取消請求事件,commercial,26886,0.0,0.03719407870267054,0.0,0.0,0.0,0.0,0.0,0.03719407870267054,0.0,0.5,0.3,0.2,0.0,0.48352302313471696,0.0,0.48352302313471696,1,0,ip_high,2015-2019,0.03719407870267054,0.2231644722160232,0.0,0.03719407870267054,0.2231644722160232
085428_hanrei,2015-09-16,2015,原審・東京地方裁判所,平成26年(ネ)第10116号,著作権に基づく差止等請求控訴事件,civil,42526,0.023515026101678972,0.11757513050839487,0.0,0.0,0.0,0.0,0.0,0.14109015661007385,0.0,0.006666666666666667,0.9733333333333334,0.020000000000000004,0.0,0.11757513050839487,0.0,0.11757513050839487,1,0,district,2015-2019,0.023515026101678972,0.23515026101678974,0.14109015661007385,0.1646051827117528,0.2586652871184687
085522_hanrei,2015-11-11,2015,原審・東京地方裁判所,平成26年(ネ)第10102号,特許権侵害差止等請求控訴事件,commercial,72345,0.06911327666044648,0.0,0.0,0.0,0.0,0.0,0.0,0.06911327666044648,0.0,0.0,0.9385964912280702,0.06140350877192982,0.0,0.13822655332089295,0.05529062132835718,0.19351717464925014,1,0,district,2015-2019,0.04146796599626788,0.12440389798880365,0.12440389798880365,0.16587186398507153,0.1935171746492501
085510_hanrei,2015-10-08,2015,知的財産高等裁判所,平成26年(行ケ)第10254号,審決取消請求事件,commercial,78025,0.0256328099967959,0.01281640499839795,0.0,0.0,0.06408202499198974,0.0,0.06408202499198974,0.038449214995193846,0.06408202499198974,0.0,0.0,1.0,0.0,0.2050624799743672,0.01281640499839795,0.21787888497276514,1,0,ip_high,2015-2019,0.01281640499839795,0.19224607497596924,0.2306952899711631,0.30759371996155077,0.21787888497276514
085383_hanrei,2015-07-16,2015,地方裁判所,平成25年(ワ)第3360号,特許権侵害差止請求事件,commercial,17210,0.05810575246949448,0.0,0.0,0.0,0.0,0.0,0.0,0.05810575246949448,0.0,1.0,0.0,0.0,0.0,1.0459035444509006,0.0,1.0459035444509006,1,0,district,2015-2019,0.05810575246949448,0.05810575246949448,0.17431725740848344,0.23242300987797793,0.11621150493898896
085439_hanrei,2015-08-25,2015,原審・東京地方裁判所,平成27年(ネ)第10058号,職務発明対価請求控訴事件,civil,11088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,0.5714285714285715,0.0,0.18037518037518038,0.0,0.18037518037518038,1,0,district,2015-2019,0.09018759018759019,2.1645021645021645,2.0743145743145743,2.1645021645021645,2.1645021645021645
085470_hanrei,2015-08-27,2015,地方裁判所,平成26年(ワ)第11557号,損害賠償請求事件,civil,17046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17599436818021824,0.0,0.17599436818021824,1,0,district,2015-2019,0.05866478939340608,0.0,0.5866478939340608,0.6453126833274669,0.0
085417_hanrei,2015-10-27,2015,最高裁判所大法廷,平成27年(し)第428号,検察官がした刑事確定訴訟記録の閲覧申出不許可処分に対する準抗告棄却決定に対する特別抗告事件,criminal,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,0.0,0.0,0.0
085372_hanrei,2015-07-15,2015,地方裁判所,平成25年(ワ)第20534号,損害賠償請求事件,civil,25654,0.0,0.0,0.0,0.0,0.0,0.03898027598035394,0.0,0.0,0.03898027598035394,0.0,0.9763313609467456,0.023668639053254434,0.11694082794106182,0.4287830357838934,0.0,0.5457238637249552,1,0,district,2015-2019,0.07796055196070788,0.07796055196070788,0.8965463475481407,1.0134871754892025,0.07796055196070788
085440_hanrei,2015-08-25,2015,原審・東京地方裁判所,平成27年(ネ)第10096号,職務発明対価請求控訴事件,civil,4130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.9685230024213075,0.0,0.9685230024213075,1,0,district,2015-2019,0.24213075060532688,3.1476997578692494,2.6634382566585955,2.905569007263922,3.1476997578692494
085511_hanrei,2015-09-29,2015,東京地方裁判所,平成27年(ネ)第10038号,特許権侵害差止等請求控訴事件,commercial,16830,0.11883541295306001,0.0,0.0,0.0,0.0,0.0,0.0,0.11883541295306001,0.0,0.1111111111111111,0.05555555555555555,0.8333333333333333,0.0,0.7724301841948901,0.0,0.7724301841948901,1,0,district,2015-2019,0.059417706476530004,0.11883541295306001,0.23767082590612001,0.29708853238265004,0.23767082590612001
085374_hanrei,2015-08-26,2015,地方裁判所,平成26年(ワ)第17832号,損害賠償等請求事件,civil,18559,0.0,0.16164664044398944,0.0,0.0,0.0,0.16164664044398944,0.0,0.16164664044398944,0.16164664044398944,0.013888888888888888,0.9444444444444444,0.041666666666666664,0.0,0.21552885392531926,0.10776442696265963,0.3232932808879789,1,0,district,2015-2019,0.053882213481329815,0.3232932808879789,0.3771754943693087,0.5927043482946279,0.3232932808879789
085457_hanrei,2015-06-19,2015,高等裁判所,平成25年(行コ)第211号,遺族補償年金等不支給決定処分取消請求控訴事件,administrative,55167,0.05438033607047692,0.0,0.05438033607047692,0.0,0.0,0.07250711476063589,0.0,0.05438033607047692,0.1268874508311128,0.08130081300813007,0.30081300813008127,0.6178861788617885,0.03625355738031794,1.250747729620969,0.10876067214095383,1.3957619591422408,1,0,high,2015-2019,1.1963673935504922,2.030199213297805,1.9576920985371689,3.226566606848297,2.0845795493682817
085454_hanrei,2015-09-18,2015,地方裁判所,平成24年(ワ)第36311号,特許権侵害差止等請求事件,commercial,50439,0.019825928349094947,0.0,0.019825928349094947,0.0,0.019825928349094947,0.019825928349094947,0.019825928349094947,0.019825928349094947,0.05947778504728484,0.2692307692307693,0.038461538461538464,0.6923076923076923,0.0,0.33704078193461406,0.0,0.33704078193461406,1,0,district,2015-2019,0.019825928349094947,0.0,0.6344297071710383,0.693907492218323,0.019825928349094947
085434_hanrei,2015-09-01,2015,知的財産高等裁判所,平成27年(行ケ)第10073号,審決取消請求事件,commercial,17677,0.16971205521298863,0.0,0.0,0.0,0.0,0.05657068507099621,0.0,0.16971205521298863,0.05657068507099621,0.0,0.7924528301886793,0.2075471698113208,0.22628274028398485,0.0,0.0,0.22628274028398485,1,0,ip_high,2015-2019,0.11314137014199242,0.16971205521298863,0.05657068507099621,0.22628274028398485,0.33942411042597725
085473_hanrei,2015-09-15,2015,地方裁判所,平成26年(ワ)第16526号,損害賠償等請求事件,civil,7746,0.0,0.0,0.0,0.0,0.12909888974954814,0.0,0.12909888974954814,0.0,0.12909888974954814,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0,district,2015-2019,0.12909888974954814,0.12909888974954814,0.774593338497289,1.0327911179963853,0.12909888974954814
085409_hanrei,2015-09-28,2015,最高裁判所大法廷,平成27年(し)第533号,保釈取消し決定及び保釈保証金の全部を没取する決定に対する抗告棄却決定に対する特別抗告事件,criminal,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,2.898550724637681,0.0,0.0,2.898550724637681
085378_hanrei,2015-07-10,2015,地方裁判所,平成25年(ワ)第33706号,不当利得返還請求事件,civil,64920,0.04621072088724584,0.0,0.13863216266173753,0.0,0.0,0.015403573629081947,0.0,0.04621072088724584,0.15403573629081949,0.30769230769230765,0.641025641025641,0.05128205128205127,0.0,0.2618607516943931,0.0,0.2618607516943931,1,0,district,2015-2019,0.015403573629081947,0.10782501540357363,0.21565003080714726,0.24645717806531117,0.15403573629081946
085433_hanrei,2015-10-20,2015,知的財産高等裁判所,平成27年(行ケ)第10031号,審決取消請求事件,commercial,16546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0,0,ip_high,2015-2019,0.06043756799226399,0.06043756799226399,0.0,0.06043756799226399,0.06043756799226399
085462_hanrei,2015-10-21,2015,知的財産高等裁判所,平成27年(行ケ)第10157号,審決取消請求事件,commercial,7198,0.13892747985551543,0.0,0.0,0.0,0.0,0.0,0.0,0.13892747985551543,0.0,0.19999999999999998,0.7999999999999999,0.0,0.0,0.0,0.27785495971103086,0.27785495971103086,1,0,ip_high,2015-2019,0.13892747985551543,0.27785495971103086,0.13892747985551543,0.27785495971103086,0.41678243956654626
085523_hanrei,2015-11-11,2015,知的財産高等裁判所,平成27年(行ケ)第10093号,審決取消請求事件,commercial,63323,0.031584100563776196,0.0,0.0,0.0,0.0,0.0,0.0,0.031584100563776196,0.0,0.024096385542168672,0.8915662650602408,0.08433734939759036,0.0,0.12633640225510478,0.031584100563776196,0.15792050281888098,1,0,ip_high,2015-2019,0.047376150845664294,0.15792050281888098,0.22108870394643337,0.2684648547920977,0.18950460338265718
085528_hanrei,2015-10-15,2015,原審・東京地方裁判所,平成22年(ネ)第10006号,特許権侵害差止反訴請求控訴事件,commercial,8469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1180776951233912,0.0,0.1180776951233912,1,0,district,2015-2019,0.1180776951233912,0.0,0.0,0.1180776951233912,0.0
085519_hanrei,2015-07-16,2015,地方裁判所,平成24年(行ウ)第6号,不支給処分取消請求事件,administrative,18303,0.10927170409222532,0.0,0.05463585204611266,0.0,0.05463585204611266,0.21854340818445064,0.05463585204611266,0.10927170409222532,0.327815112276676,0.0,0.9545454545454545,0.04545454545454546,0.05463585204611266,0.21854340818445064,0.27317926023056327,0.5463585204611265,1,0,district,2015-2019,0.327815112276676,0.163907556138338,0.49172266841501394,1.0927170409222533,0.2731792602305633
085422_hanrei,2015-08-24,2015,知的財産高等裁判所,平成26年(行ケ)第10251号,審決取消請求事件,commercial,26509,0.11316911237692859,0.0,0.0,0.0,0.0,0.0,0.0,0.11316911237692859,0.0,0.09999999999999999,0.09999999999999999,0.7999999999999999,0.0,0.0,0.0377230374589762,0.0377230374589762,1,0,ip_high,2015-2019,0.0377230374589762,0.1508921498359048,0.1508921498359048,0.188615187294881,0.2640612622128334
085436_hanrei,2015-08-20,2015,地方裁判所,平成27年(ワ)第1025号,特許権侵害差止請求事件,commercial,19401,0.15463120457708365,0.0,0.0,0.0,0.7216122880263904,0.0,0.7216122880263904,0.15463120457708365,0.7216122880263904,0.0,0.4,0.6000000000000001,0.0,0.051543734859027884,0.0,0.051543734859027884,1,0,district,2015-2019,0.051543734859027884,0.10308746971805577,0.10308746971805577,0.8762434926034741,0.2577186742951394
085456_hanrei,2015-09-10,2015,東京地方裁判所,平成27年(ネ)第10049号,著作権侵害差止等請求控訴事件,civil,7750,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.12903225806451613,0.0,0.25,0.75,0.12903225806451613,0.25806451612903225,0.3870967741935484,0.7741935483870968,1,0,district,2015-2019,0.3870967741935484,0.0,1.032258064516129,1.5483870967741935,0.0
085401_hanrei,2015-10-22,2015,最高裁判所第二小法廷,平成27年(し)第597号,勾留請求却下の裁判に対する準抗告の決定に対する特別抗告事件,criminal,1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0,0,supreme,2015-2019,0.0,0.0,1.8438844499078058,1.8438844499078058,0.0
085506_hanrei,2015-10-29,2015,知的財産高等裁判所,平成27年(行ケ)第10026号,審決取消請求事件,commercial,28520,0.24544179523141654,0.0,0.0,0.0,0.0,0.03506311360448808,0.0,0.24544179523141654,0.03506311360448808,0.07692307692307691,0.0,0.923076923076923,0.0,0.1402524544179523,0.10518934081346423,0.24544179523141654,1,0,ip_high,2015-2019,0.03506311360448808,0.1402524544179523,0.3856942496493689,0.45582047685834504,0.3856942496493688
085377_hanrei,2015-09-29,2015,知的財産高等裁判所,平成27年(行ケ)第10021号,審決取消請求事件,commercial,28996,0.0,0.0,0.0,0.0,0.0,0.034487515519381985,0.0,0.0,0.034487515519381985,0.0,0.0,1.0,0.0,0.2759001241550559,0.2069250931162919,0.48282521727134775,1,0,ip_high,2015-2019,0.034487515519381985,0.10346254655814595,0.34487515519381984,0.41385018623258385,0.10346254655814595
085452_hanrei,2015-07-14,2015,原審・東京地方裁判所,平成27年(ネ)第10024号,損害賠償請求控訴事件,civil,11719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.33333333333333337,0.0,0.17066302585544843,0.0,0.17066302585544843,1,0,district,2015-2019,0.25599453878317263,0.08533151292772422,0.17066302585544843,0.42665756463862103,0.08533151292772422
085395_hanrei,2015-09-24,2015,知的財産高等裁判所,平成26年(行ケ)第10197号,審決取消請求事件,commercial,23643,0.04229581694370427,0.0,0.0,0.0,0.0,0.0,0.0,0.04229581694370427,0.0,0.0625,0.6875,0.25,0.0,0.0,0.1268874508311128,0.1268874508311128,1,0,ip_high,2015-2019,0.04229581694370427,0.0,0.21147908471852134,0.2537749016622256,0.04229581694370427
